iter	RMSE
155	6.079887721
156	6.040340179
157	6.037360525
158	5.997367373
159	5.977243781
160	5.958792575
161	5.952779674
162	5.933405932
163	5.910043245
164	5.894261376
165	5.857133645
166	5.855000135
167	5.852480877
168	5.818446275
169	5.797224637
170	5.779250675
171	5.766105584
172	5.732914772
173	5.719322665
174	5.701340297
175	5.669746237
176	5.645003738
177	5.614310599
178	5.600038639
179	5.574171867
180	5.554348433
181	5.552834933
182	5.529335731
183	5.511135854
184	5.475879652
185	5.473789272
186	5.456111346
187	5.444773022
188	5.442665929
189	5.42915271
190	5.41344003
191	5.38711135
192	5.373381865
193	5.360673892
194	5.347145317
195	5.345004958
196	5.319921531
197	5.309936863
198	5.288313825
199	5.264018968
200	5.243449037
201	5.231375621
202	5.219253367
203	5.217252974
204	5.194671434
205	5.180490583
206	5.162338571
207	5.151460829
208	5.138009205
209	5.12466751
210	5.116500285
211	5.095169291
212	5.082115877
213	5.057895835
214	5.037325482
215	5.0166098
216	4.997203647
217	4.976888067
218	4.953652147
219	4.936647537
220	4.921399945
221	4.919442002
222	4.904491773
223	4.885695446
224	4.87541007
225	4.871225794
226	4.851851225
227	4.835825717
228	4.823499824
229	4.819176888
230	4.803512703
231	4.78430614
232	4.771750175
233	4.764432119
234	4.752687777
235	4.736973861
236	4.725091092
237	4.707072503
238	4.691665519
239	4.676709279
240	4.670373707
241	4.64192486
242	4.628235041
243	4.604870965
244	4.58375534
245	4.58224342
246	4.570595434
247	4.560723689
248	4.548740861
249	4.532682238
250	4.523120034
251	4.502244773
252	4.498537452
253	4.489060283
254	4.476928162
255	4.460933039
256	4.449062718
257	4.43919974
258	4.413094758
259	4.410520621
260	4.406154821
261	4.396409783
262	4.385444869
263	4.370750015
264	4.356012194
265	4.346625448
266	4.329347555
267	4.320219001
268	4.302294773
269	4.291294303
270	4.287309107
271	4.285894894
272	4.280011814
273	4.261513394
274	4.260178129
275	4.251929232
276	4.238089568
277	4.225827393
278	4.216583372
279	4.205781876
280	4.194787178
281	4.183177076
282	4.173213152
283	4.16473012
284	4.153431053
285	4.143243868
286	4.132239929
287	4.114657426
288	4.11330709
289	4.096294351
290	4.086109768
291	4.076471206
292	4.066784805
293	4.058095803
294	4.050438439
295	4.040261515
296	4.026767986
297	4.024046402
298	4.015156398
299	4.00574043
300	3.996349658
301	3.985127694
302	3.974939933
303	3.972754569
304	3.970113125
305	3.961875353
306	3.959032566
307	3.952583341
308	3.94939315
309	3.943711112
310	3.931376629
311	3.916015587
312	3.908159128
313	3.899261879
314	3.898083409
315	3.890118195
316	3.882495605
317	3.873374287
318	3.865070391
319	3.858013984
320	3.855046917
321	3.848097437
322	3.838905947
323	3.836872587
324	3.825083348
325	3.815857756
326	3.811958067
327	3.809575019
328	3.796392897
329	3.776409236
330	3.768437982
331	3.757549905
332	3.747563461
333	3.738702337
334	3.722294069
335	3.714673273
336	3.704220589
337	3.696940081
338	3.68786483
339	3.677387132
340	3.6723541
341	3.667315884
342	3.658199694
343	3.647132925
344	3.641292179
345	3.639304217
346	3.63197412
347	3.623386713
348	3.613821994
349	3.60272643
350	3.591553677
351	3.579384151
352	3.574524621
353	3.572680127
354	3.563590435
355	3.558440331
356	3.551481415
357	3.547111915
358	3.539334326
359	3.536808192
360	3.530845372
361	3.521583703
362	3.50821579
363	3.499340235
364	3.489427136
365	3.484692277
366	3.475114698
367	3.465863264
368	3.46195596
369	3.454549752
370	3.443592535
371	3.441468457
372	3.439362705
373	3.432526398
374	3.425562629
375	3.416154991
376	3.410415507
377	3.408822756
378	3.399843746
379	3.387449763
380	3.382679347
381	3.380554306
382	3.369504445
383	3.363069241
384	3.356173456
385	3.34762258
386	3.339434103
387	3.332449565
388	3.327490587
389	3.32036127
390	3.318523527
391	3.315488603
392	3.307202423
393	3.305778957
394	3.299995704
395	3.297180205
396	3.290990961
397	3.280997178
398	3.274100538
399	3.266832056
400	3.254059005
401	3.246171228
402	3.238736744
403	3.233105621
404	3.223419202
405	3.217980029
406	3.208700077
407	3.20658812
408	3.202486542
409	3.196748818
410	3.189068779
411	3.179190038
412	3.1759116
413	3.169968493
414	3.167129562
415	3.164185877
416	3.153038499
417	3.146957678
418	3.135781579
419	3.126160582
420	3.121909197
421	3.114271163
422	3.108893225
423	3.099731732
424	3.099233817
425	3.090893446
426	3.088201024
427	3.085158011
428	3.078033191
429	3.069689383
430	3.063931681
431	3.05995173
432	3.052274556
433	3.051836904
434	3.046470768
435	3.044148862
436	3.033432661
437	3.02759077
438	3.02102117
439	3.018106935
440	3.012878851
441	3.006531759
442	3.001392244
443	2.993354998
444	2.988425646
445	2.98069818
446	2.977252438
447	2.973172804
448	2.96527942
449	2.963429276
450	2.957864285
451	2.954279404
452	2.949767688
453	2.945360555
454	2.940843629
455	2.939044367
456	2.93136441
457	2.925679623
458	2.918556685
459	2.914186693
460	2.911046235
461	2.905988318
462	2.89627637
463	2.895095612
464	2.891124751
465	2.886975243
466	2.877401653
467	2.871244843
468	2.864672785
469	2.85590718
470	2.847986339
471	2.83972404
472	2.833056059
473	2.831344774
474	2.823428892
475	2.820708145
476	2.81398116
477	2.809351069
478	2.803796996
479	2.799527156
480	2.793372527
481	2.786815454
482	2.779531906
483	2.778197527
484	2.772370181
485	2.76455436
486	2.75700477
487	2.753075252
488	2.747359215
489	2.743391688
490	2.740336714
491	2.733548266
492	2.723685564
493	2.720265922
494	2.712844287
495	2.709509845
496	2.701931142
497	2.696210036
498	2.690215891
499	2.686184363
